userID	itemID	label
1648	472	0
475	57	1
866	331	1
1387	7989	0
1409	3027	1
406	60	1
1018	134	1
686	2064	1
825	1981	0
493	52	1
679	52	1
1580	155	1
1615	2387	0
432	3279	0
717	2634	0
194	1830	0
306	7981	0
147	4368	0
1745	3697	1
1360	776	0
577	6386	0
132	7644	0
1137	4943	0
1389	3319	1
1030	2869	1
883	39	1
630	500	1
1344	9271	0
791	3100	0
1779	418	1
1354	567	0
1222	117	1
56	1389	0
1413	3677	0
904	2681	1
1005	6782	0
1848	1840	0
1560	3492	1
1309	2380	0
1430	7664	0
913	356	1
276	6937	0
613	314	1
852	1594	0
1170	66	1
1755	5585	0
825	5170	0
1243	130	1
1274	187	1
1446	196	1
395	196	1
87	681	1
988	1412	0
69	1845	0
1402	4832	0
1699	7034	0
1516	1479	1
1737	52	1
312	4503	0
968	7079	0
1863	366	1
1740	1231	1
236	55	0
471	1833	1
1639	270	1
405	238	1
1171	165	1
561	2037	1
591	2098	1
1081	790	1
1702	3654	1
11	8627	0
1408	513	0
1108	228	1
1102	5871	0
280	788	1
535	1506	0
494	3110	0
291	1936	0
161	3110	0
855	314	1
1279	3685	0
750	1495	0
894	2447	0
1542	4207	0
887	8128	0
868	295	1
792	772	1
42	2240	0
1112	3889	0
1629	7132	0
379	55	1
1794	3812	0
254	3095	0
808	435	1
1181	1776	1
1507	4927	0
1831	1745	1
1520	349	0
450	1803	1
399	756	1
1209	9085	0
559	472	1
968	47	1
1259	3699	0
1262	206	1
1756	314	1
974	6567	0
1117	9056	0
635	52	1
727	4163	0
1041	9051	0
1379	16	1
1689	1988	1
739	6956	0
102	739	1
1478	7081	0
491	7866	0
182	36	1
552	3421	0
1417	47	1
158	1005	1
142	8449	0
1637	9098	0
688	4361	0
1799	115	1
1830	2665	1
342	6602	0
71	133	1
813	356	1
910	55	1
58	61	1
1640	438	1
1817	6723	0
1433	5086	0
745	8193	0
1338	6034	0
475	36	1
1859	523	1
1142	8200	0
622	132	1
132	118	1
39	8574	0
161	55	1
1000	4	1
326	267	1
362	232	1
574	8154	0
27	115	1
959	66	1
1345	1312	1
1392	285	1
829	1315	1
1741	333	0
1830	36	1
1592	138	0
508	996	1
1828	1616	1
403	302	1
83	185	1
135	1251	0
1834	2787	1
531	2498	0
942	2732	1
1136	131	0
1434	835	1
1631	329	1
625	5490	0
1510	356	1
1181	1583	0
1726	5635	0
914	4996	0
1846	235	1
442	5086	0
1412	5886	0
617	539	0
740	2380	1
1615	443	0
11	7945	0
251	1202	1
929	6836	0
334	2239	0
1235	1131	0
710	494	1
902	275	1
1776	235	1
690	5229	0
66	3749	0
1489	589	0
407	5572	0
1175	6202	0
117	6586	0
505	5141	0
1856	2058	1
1355	2266	0
1035	267	1
1457	2363	0
746	55	1
1066	899	1
1221	782	1
689	460	1
1059	36	1
988	4970	0
743	3793	0
407	7159	0
308	1185	1
1394	4571	0
86	672	1
922	102	1
1352	52	1
1150	1218	1
635	32	1
1130	3672	0
1400	3725	0
1756	2468	0
1645	273	1
1180	1294	0
926	3108	0
429	4980	0
1074	6774	0
1581	6522	0
1333	209	1
148	938	1
1086	221	1
349	1869	0
1791	1521	0
904	6277	0
104	4224	0
1297	302	1
644	1036	1
576	7487	0
1652	2295	0
1168	3586	0
379	118	1
507	109	1
619	358	1
1373	777	1
677	5099	0
1150	1496	1
863	2606	1
1193	2434	1
1157	1554	1
949	1388	0
1358	133	1
1068	8637	0
20	229	1
737	1583	0
622	104	1
153	835	1
11	9363	0
1417	1543	0
227	118	1
1451	1659	0
1194	117	1
71	41	0
840	8027	0
891	7416	0
866	2879	0
1075	134	1
128	4662	0
1859	2927	1
737	2135	0
1843	444	1
1188	928	1
1310	1794	0
1263	297	0
576	603	0
47	187	1
1335	2083	1
1545	6440	0
322	376	1
791	2592	0
58	469	1
827	494	1
1008	197	1
1074	3082	0
1799	9075	0
995	353	1
38	349	1
1200	52	1
1168	134	1
855	519	1
1796	803	1
730	9088	0
735	4766	0
1407	6570	0
563	1234	1
754	433	1
716	6099	0
1724	5240	0
304	1772	0
79	635	1
1662	3610	1
128	373	1
1234	1248	1
42	604	0
1341	224	1
1361	6525	0
1232	1391	1
352	36	1
1840	292	1
308	78	1
1835	1015	1
1315	1753	0
80	190	1
399	242	1
787	4023	0
37	8104	0
1091	1772	0
1454	185	1
1567	4554	0
1495	133	1
1321	9074	0
502	2770	0
658	2225	1
1698	132	1
631	3650	0
1684	1915	0
1471	1964	0
1220	267	1
1806	9009	0
1265	109	1
326	78	1
662	47	1
1071	572	1
30	851	0
205	1180	1
1014	5566	0
1782	2073	1
962	1944	1
11	132	1
985	6059	0
1330	221	1
1649	47	1
788	7837	0
1019	1902	0
1721	887	1
299	4721	0
263	9228	0
1516	5254	0
455	55	1
1815	3593	0
1422	3257	1
1311	2175	1
240	5624	0
1550	8100	0
1083	497	0
20	5327	0
405	1155	0
1080	2387	0
651	2210	1
1124	7890	0
283	332	1
1013	2622	0
344	106	1
231	936	1
1420	8245	0
1188	50	0
1127	2180	0
1353	8295	0
1396	1325	0
411	5397	0
1102	2957	1
975	299	0
1681	1878	0
519	257	1
1075	74	1
1760	2142	1
762	858	1
1366	2910	1
1203	1941	0
1649	98	1
1144	5446	0
669	377	1
258	1325	1
1494	297	1
1049	36	1
1566	6423	0
369	272	0
219	4061	0
991	117	1
1507	1983	0
1869	708	1
1651	1548	1
588	8093	0
555	9083	0
1360	8510	0
753	8532	0
912	8238	0
1737	3691	1
0	32	1
144	3551	0
741	7422	0
69	5902	0
1110	8922	0
224	1227	1
385	1109	0
748	4342	0
1584	9255	0
794	190	1
1542	2423	0
792	2497	1
389	1652	1
452	98	1
1059	548	1
1013	714	1
1577	3509	1
858	2254	1
1711	352	1
628	118	1
1582	3094	0
1740	3099	0
1379	1006	0
177	2345	0
1004	928	1
1814	55	1
1386	3318	1
311	468	0
1314	47	1
929	1794	0
82	5823	0
673	5096	0
1587	3104	0
599	24	1
351	1288	0
20	7368	0
165	2152	0
131	399	1
256	399	1
1788	460	1
1179	3457	0
70	353	0
25	262	1
882	8038	0
1290	1098	1
238	1267	1
516	455	0
308	1466	1
1632	7194	0
121	754	1
767	499	1
254	109	1
999	2504	0
655	4726	0
1075	4361	0
1355	221	1
246	4969	0
1338	7215	0
1511	1756	1
93	5567	0
701	2173	1
516	15	1
630	499	1
775	1015	1
791	1289	1
333	1677	0
1448	7681	0
8	41	0
1019	2858	1
1853	522	1
1201	3102	1
141	2262	0
125	2085	0
707	227	1
943	257	1
915	4798	0
1453	6431	0
1330	107	1
23	242	1
792	6401	0
145	922	1
1303	114	1
1240	3905	0
339	471	1
644	4403	0
1197	1409	0
1311	74	1
590	267	1
1870	7173	0
1011	2464	0
1105	1719	1
364	60	1
1056	91	0
769	196	1
319	8744	0
156	7162	0
386	1647	1
1542	5171	0
1770	221	1
46	382	1
306	98	1
1773	3725	1
1021	118	1
1731	1974	1
696	55	1
1080	2930	1
402	1467	1
1416	57	1
1527	3498	0
1602	47	1
1700	1467	1
1050	776	1
92	107	1
345	664	0
481	1081	1
1018	5737	0
1481	1916	0
1621	1131	1
120	832	1
1654	548	1
496	74	1
356	118	1
251	618	0
1502	2434	1
2	36	1
1266	1103	1
501	3325	0
1684	1759	0
672	7169	0
839	1441	0
529	957	1
793	6126	0
1563	118	1
1403	5290	0
1244	2362	0
421	460	1
831	2420	0
244	38	1
955	78	1
1063	6133	0
1030	5409	0
1839	184	1
1166	1214	1
830	47	1
1411	6252	0
1437	6705	0
865	3654	0
1853	188	1
739	158	1
1373	2401	1
358	8638	0
394	7947	0
1836	526	1
1364	863	1
1560	902	1
1559	1760	1
1153	1018	1
1752	47	1
262	788	0
206	1092	1
896	5757	0
359	7407	0
1691	4127	0
1618	376	1
913	61	1
29	278	1
14	168	1
1003	1098	1
769	462	1
1701	302	1
221	57	1
1379	2613	1
7	93	1
700	187	1
1751	6941	0
1067	2918	1
1578	681	1
815	1739	0
456	3928	0
992	5094	0
310	118	1
948	2626	0
1068	6163	0
1018	185	1
1821	4694	0
872	5431	0
452	190	0
29	1974	0
1635	109	1
18	4157	0
1057	5088	0
700	909	0
607	1751	1
230	2937	0
1774	4698	0
961	8828	0
1666	2216	1
857	118	1
295	7347	0
1072	6406	0
1861	55	1
130	281	0
1174	2604	0
1622	7079	0
1785	732	1
1124	2233	0
919	7964	0
1365	184	1
1514	572	1
1557	190	1
763	4764	0
1305	58	1
340	5171	0
1166	6889	0
1062	4988	0
1565	2423	1
1118	2984	1
388	2854	0
902	7328	0
922	165	1
1277	134	1
51	1829	0
1195	190	1
1698	1847	0
1386	7086	0
1770	6343	0
435	36	1
1109	7365	0
63	9326	0
1339	190	1
688	1658	0
1350	5384	0
1154	7228	0
858	699	0
1446	165	1
1265	3728	0
889	165	1
1835	7866	0
399	1902	0
773	41	1
420	2858	1
749	74	1
1202	181	0
514	4835	0
1302	74	1
1019	5921	0
1135	6683	0
1050	863	1
111	5455	0
1027	52	1
952	2927	0
455	863	1
69	13	1
11	996	0
1008	1594	1
1609	450	0
6	88	1
1871	1990	1
500	1267	0
1851	1399	0
1554	47	1
758	2772	0
1166	218	0
1713	7677	0
132	4218	0
51	7228	0
155	3324	0
976	2787	1
792	2140	0
183	3041	0
839	460	1
67	532	1
824	2147	0
660	257	1
1468	207	1
1311	1697	1
943	2735	1
1468	2065	1
772	267	0
1635	4449	0
711	6534	0
1842	185	1
806	584	0
1651	1262	0
1212	2996	0
1443	845	0
461	337	1
785	4452	0
332	2532	0
956	1498	0
107	771	1
629	184	1
1226	2320	0
1467	7704	0
740	6816	0
1209	52	1
1589	539	0
1162	901	1
1155	329	0
395	462	1
1517	2210	0
894	2269	1
283	4439	0
1327	133	1
470	1829	1
77	602	1
89	111	1
112	5533	0
981	110	1
294	356	1
1224	983	0
783	4767	0
1558	57	1
1199	4670	0
788	523	1
1602	2428	0
575	5828	0
1179	2077	0
420	224	1
1720	2118	0
145	5877	0
941	6580	0
61	4633	0
833	2729	0
828	36	1
1550	4324	0
354	1559	1
1497	853	0
32	299	1
1615	243	1
1120	36	1
875	5751	0
365	6024	0
47	9013	0
858	9319	0
1590	1259	1
388	878	1
697	2818	0
357	8014	0
1860	1258	1
1346	155	1
1621	2292	1
315	9001	0
1694	66	1
1550	439	1
630	3314	0
975	4329	0
956	438	1
1364	155	1
1763	74	1
80	5685	0
374	715	0
1064	3664	0
1068	5817	0
1180	719	1
314	134	1
521	672	1
1734	66	1
1048	3001	0
1197	3707	0
436	2065	0
1324	7408	0
1495	131	1
1176	1416	1
175	772	1
415	513	0
1141	2274	0
135	2504	0
1651	3170	1
520	299	0
1444	6081	0
1534	3471	1
1682	959	0
1189	3082	1
699	50	1
272	242	1
1855	7132	0
931	1662	1
309	635	0
1006	1224	1
667	7821	0
546	185	1
92	6888	0
212	7786	0
1545	104	1
439	8752	0
1627	3564	1
478	1856	1
1171	399	1
235	6495	0
875	48	1
1517	7865	0
983	275	1
1688	767	1
528	149	0
1408	2436	1
1826	4	1
480	4624	0
1039	7741	0
27	268	1
87	546	1
1549	8609	0
1304	8438	0
670	3955	0
1597	232	1
500	3549	0
525	1290	0
445	118	1
1822	8744	0
897	133	1
1115	2535	0
291	4872	0
1320	3421	0
455	6138	0
1430	6382	0
733	1867	1
135	887	1
306	91	1
1094	1144	1
1218	3004	0
581	74	1
1068	155	1
700	7120	0
1606	131	1
1705	5294	0
103	97	0
890	681	1
1817	8711	0
617	7702	0
1295	7897	0
1576	3507	1
607	7629	0
439	1788	1
1261	9154	0
1816	1135	0
952	1399	0
1743	2462	0
699	184	1
976	2788	1
52	376	1
1741	122	0
1552	190	1
1808	7823	0
1481	863	1
1066	732	0
473	6873	0
32	1428	0
1751	196	1
1306	7397	0
1064	1325	0
174	118	1
1298	3684	0
937	3010	0
66	526	1
1285	903	0
514	1917	1
1835	5061	0
79	4571	0
1661	715	1
455	118	1
406	337	1
1499	118	1
103	743	1
1501	6275	0
1677	1389	1
1819	1310	1
1554	398	1
943	2181	1
1310	2309	0
1262	1268	0
1084	1370	0
1201	1057	0
1680	74	1
499	74	1
1486	3923	0
972	72	1
887	1878	0
1473	43	1
96	3483	0
918	527	0
1809	572	1
538	2949	0
1609	8094	0
1014	7468	0
339	9276	0
1358	2575	0
1750	1095	1
561	191	1
706	3189	0
449	20	1
666	2496	0
409	4595	0
1484	1729	0
1822	9110	0
910	1599	0
1137	618	0
610	3389	0
1460	118	1
1214	48	1
756	873	1
1731	5264	0
136	6537	0
1353	115	1
1353	118	1
1317	4940	0
455	104	1
412	315	1
177	4329	0
1778	6431	0
1237	6481	0
1840	752	0
855	3483	0
291	55	1
591	1719	1
1731	8053	0
1549	385	1
558	60	1
1428	9255	0
1068	57	1
1808	155	1
1465	6283	0
746	107	1
1135	57	1
1112	7686	0
742	267	1
1062	242	1
494	66	1
611	165	1
1628	8652	0
884	7193	0
47	52	1
789	936	0
230	3110	0
1870	3840	1
375	6905	0
415	928	1
1037	3084	0
354	4027	0
201	1594	0
788	8283	0
473	6384	0
147	17	1
835	5699	0
207	832	1
1211	3117	1
21	74	1
216	2243	0
300	2167	0
672	1193	1
682	109	1
1617	6203	0
1153	498	1
1128	959	1
1719	1094	0
605	2135	1
1818	3058	0
524	5449	0
1844	5991	0
1765	32	1
14	3553	0
3	7448	0
565	8765	0
568	58	1
593	102	0
463	2427	0
525	38	0
614	6291	0
797	3346	0
146	7559	0
1177	7936	0
1684	3180	1
1838	1290	1
596	5469	0
1713	7192	0
601	1276	1
278	194	1
1298	473	1
166	109	1
794	4435	0
1027	7546	0
844	4612	0
387	72	1
209	3018	0
721	2860	0
407	1623	1
547	206	1
1282	1073	1
1207	377	1
1523	2979	0
1504	7869	0
369	4297	0
1082	1509	0
1675	519	1
1573	1020	1
1472	117	1
1195	4452	0
1401	2024	0
1210	1525	1
1124	1508	0
1834	1760	1
227	1231	1
730	2218	0
1237	788	0
1317	771	1
1572	20	0
831	66	1
569	1497	1
760	1969	0
452	8355	0
325	1412	0
1467	8101	0
1645	6252	0
853	8957	0
68	98	1
861	318	1
96	6201	0
1435	107	1
453	3134	0
349	185	1
1320	3175	0
1363	6965	0
417	935	0
950	2746	1
630	1794	1
1029	385	1
240	176	1
1489	5057	0
1071	3726	0
662	102	1
467	1412	1
160	3544	0
197	52	1
1869	4276	0
1055	2905	1
1615	4393	0
305	78	1
1856	2207	0
1673	4040	0
1748	1691	1
109	779	1
1701	109	1
616	118	1
1540	3379	0
1812	7089	0
147	2092	0
1086	52	1
1770	228	1
236	465	1
691	919	1
783	5483	0
1309	6650	0
1839	98	1
402	2223	0
1000	5651	0
108	693	0
1312	1306	0
506	1902	1
1821	2401	1
843	8327	0
1432	8695	0
1695	673	1
1748	7187	0
1088	155	1
1808	854	1
99	7436	0
48	242	1
326	1258	1
585	72	1
459	9178	0
1458	469	1
619	280	1
835	1420	0
1764	2703	1
657	7075	0
370	3604	0
1187	9244	0
1089	36	1
98	498	1
1273	2420	0
1089	3246	0
275	8299	0
1495	4068	0
1120	438	1
1733	3688	1
147	242	1
821	24	1
737	13	1
644	2425	0
1262	57	1
281	36	1
944	494	1
1259	8324	0
870	190	1
1563	544	0
1032	9099	0
1268	694	1
774	5752	0
524	8504	0
1521	6718	0
797	2500	1
332	187	1
1433	933	1
1288	699	1
967	580	0
185	823	1
479	5753	0
1286	7334	0
818	36	1
699	878	1
819	155	1
567	4791	0
1483	229	1
247	377	1
1787	3751	1
846	181	0
103	742	1
1626	8199	0
1748	107	1
1353	133	1
1869	7233	0
525	106	1
1251	4381	0
231	191	1
1448	2406	1
1241	133	1
96	4715	0
1517	70	1
543	55	1
1662	7921	0
1546	1917	0
567	4250	0
431	190	1
1766	438	1
105	7259	0
1279	1117	0
785	238	1
644	38	1
1422	8882	0
1714	5996	0
1363	109	1
628	3487	0
1120	107	1
734	2860	0
1704	863	1
204	3367	0
1480	196	1
991	7830	0
1640	1618	0
147	47	1
1332	66	1
585	2085	1
1740	114	1
848	2583	1
1437	5254	0
1435	1416	0
468	1412	1
1766	6213	0
1268	2163	1
373	5142	0
692	307	1
1027	134	1
138	4949	0
4	61	1
1187	8518	0
1391	2292	0
1112	947	1
1065	7994	0
617	55	1
125	510	1
727	91	1
917	694	1
744	2387	1
871	7420	0
1084	47	1
727	7548	0
961	1659	0
843	2565	1
426	356	1
103	5650	0
25	257	1
1383	221	1
1415	3334	1
871	1625	1
420	887	1
1845	98	1
1728	1259	1
1211	1027	1
1710	2659	0
1315	5938	0
1113	1336	1
898	5437	0
1804	3763	1
1172	165	1
107	8893	0
782	1058	0
1210	2495	0
1584	3444	0
493	6809	0
666	8404	0
1389	104	1
945	302	1
769	8177	0
1375	1589	1
394	206	1
1093	2945	1
1550	197	1
453	262	0
71	7532	0
1022	118	1
636	118	1
1826	4108	0
893	1516	1
1352	1186	1
6	5781	0
561	822	0
1398	371	1
1731	305	1
1192	3088	1
1112	5703	0
1186	961	1
1537	3299	0
8	5473	0
586	5863	0
1770	7875	0
720	3381	0
998	732	1
1351	863	1
1158	899	1
1064	1697	1
1663	2774	0
381	8720	0
167	947	0
923	919	1
167	1024	1
1097	106	1
152	1091	0
1813	78	1
1463	5388	0
1548	116	1
1541	6098	0
617	2161	1
1379	131	1
1858	1183	1
559	20	1
712	1979	1
592	109	1
376	531	1
1305	6571	0
1188	1288	1
530	1373	0
536	9004	0
1377	382	1
762	353	1
1612	2127	0
128	698	1
411	4116	0
1826	802	0
364	9327	0
1062	4880	0
1052	6870	0
835	772	0
1326	1103	1
1426	6547	0
30	165	1
1011	2846	1
526	353	1
831	1147	0
1397	52	1
1737	1103	1
660	7357	0
182	1039	1
1389	133	1
381	1624	1
1291	4726	0
848	415	0
1457	3022	0
110	128	1
459	185	1
1170	863	1
211	377	1
970	47	1
1072	8833	0
39	1935	0
736	8355	0
1017	165	1
1284	1047	0
1851	1098	0
1316	4379	0
279	2184	0
690	1503	1
213	5860	0
185	4323	0
106	767	1
456	522	1
498	5448	0
260	228	1
913	8591	0
215	5853	0
21	8285	0
1786	78	1
1607	728	1
1227	1030	1
940	7293	0
1409	3331	1
979	6727	0
1839	377	1
1144	1700	1
1701	4997	0
1214	852	1
1686	7763	0
340	30	1
1673	468	0
1208	2986	0
1069	776	1
1120	1514	1
1121	446	1
1820	185	1
310	2526	0
276	1259	1
259	1971	0
544	1990	1
1416	472	1
382	1631	1
607	5149	0
874	6533	0
988	13	1
845	356	1
770	517	1
1071	132	0
124	7240	0
581	3399	0
1663	940	1
1286	55	1
1516	2294	1
257	8785	0
184	52	1
760	757	1
69	4211	0
1113	1002	0
162	8532	0
1845	1955	0
664	1969	1
1139	732	1
1035	2829	0
251	7875	0
1438	958	0
1372	8071	0
1586	919	1
362	102	1
839	107	1
1511	74	1
670	621	0
925	918	1
342	6782	0
691	55	0
1011	104	0
1747	8638	0
1819	356	1
594	3803	0
778	1427	0
1271	102	1
1623	1466	1
1590	6950	0
423	243	1
1095	332	1
221	1231	0
870	773	0
783	98	1
1423	24	1
1519	822	0
673	2254	1
1150	5529	0
1016	128	1
167	1023	1
899	5863	0
465	2903	0
1840	165	1
732	7673	0
1631	55	1
841	8382	0
371	1751	0
1227	752	1
1297	1503	1
962	785	1
1046	903	1
395	3331	0
1347	1513	1
1134	118	1
1255	3167	1
1259	187	1
679	165	1
1692	776	1
500	3109	0
649	698	1
181	4360	0
1220	1180	1
1334	107	1
894	5621	0
1518	52	1
713	2248	0
835	333	1
1382	61	1
1810	1201	0
1857	499	1
97	8094	0
619	102	1
1566	2228	0
407	5895	0
1709	117	1
1372	3299	0
959	2406	0
1712	4295	0
1368	2812	0
412	5895	0
1231	1020	0
453	60	1
1746	47	1
115	5535	0
15	117	0
259	190	1
1167	185	1
692	2284	1
493	102	1
1216	3123	1
770	155	1
1380	3317	1
1259	7140	0
1800	9106	0
893	790	1
140	134	1
1451	1242	0
1318	8963	0
202	5397	0
1309	6601	0
585	454	0
1273	5965	0
66	295	1
1532	951	1
143	2902	0
293	2406	0
1747	1228	1
628	6086	0
1854	185	1
505	6766	0
572	2427	0
1578	1079	1
485	5087	0
636	7413	0
130	539	1
1084	1988	0
631	5291	0
812	3544	0
1822	756	1
848	242	1
892	2653	1
39	352	1
1381	5298	0
179	7022	0
268	185	1
283	7628	0
1826	284	0
1291	9024	0
872	1414	0
791	229	1
106	155	1
1870	7505	0
789	5493	0
146	8976	0
1455	36	1
1195	295	1
294	267	1
1754	376	1
1197	6705	0
623	5587	0
945	102	1
1272	74	1
1063	1152	0
1452	8306	0
869	7547	0
1241	5596	0
1404	2139	0
534	2382	0
1320	948	0
1368	60	1
1276	499	1
1346	8758	0
1032	295	1
686	8564	0
1333	3254	1
617	382	1
157	999	1
351	6691	0
651	2445	0
299	4690	0
1100	41	1
1800	2072	1
1170	8876	0
478	8071	0
965	2593	0
997	541	1
1479	2273	1
1757	6963	0
143	3277	0
266	4522	0
1188	8269	0
803	6460	0
948	306	1
79	3704	0
931	7644	0
274	1388	1
688	2083	1
205	89	1
202	767	1
1858	863	1
1641	305	1
1674	74	1
751	518	1
83	1615	0
1110	4290	0
553	5877	0
247	91	1
703	8384	0
1320	7331	0
1802	6873	0
124	131	1
1361	131	1
1000	5490	0
1379	257	1
1122	2199	1
778	308	1
1188	1993	1
482	7319	0
1247	1698	1
854	337	1
364	1597	1
190	889	0
1020	102	1
562	115	1
1301	52	1
1275	3202	1
1185	133	1
557	72	1
1123	2092	0
749	2402	1
639	3859	0
1103	88	1
448	55	1
1279	1988	1
201	1173	1
1122	114	1
772	4030	0
1039	221	1
69	542	1
233	1218	1
1773	1513	1
1772	1036	1
1546	321	0
552	4457	0
1621	4763	0
479	95	0
1777	1542	1
80	7354	0
1312	1202	1
197	41	1
1143	78	1
966	2774	1
1483	1222	1
813	832	0
1692	6169	0
770	1091	1
145	921	1
1057	3042	0
781	107	1
34	544	0
1181	3584	0
816	285	1
1056	1728	1
651	305	1
486	7336	0
855	2592	1
504	5075	0
1144	197	1
1290	118	1
407	70	1
1402	98	1
987	6915	0
1855	4011	0
1451	3381	1
620	2074	1
1512	6099	0
1298	17	0
504	6838	0
236	1265	1
388	621	0
1121	4308	0
1295	2062	0
339	870	0
334	5964	0
317	107	1
1700	8599	0
341	3170	0
627	185	1
472	3097	0
49	396	1
1759	7685	0
763	9154	0
1775	1650	1
468	7662	0
52	416	1
279	4820	0
475	9244	0
132	242	1
113	1480	0
1575	2269	1
30	8982	0
128	7136	0
1550	6467	0
342	78	1
882	2638	1
